sent_index,main_topic,main_prob,sentence
346,0,0.9941,习近平新时代中国特色社会主义思想是坚持把马克思主义基本原理同中国具体实际相结合、同中华优秀传统文化相结合取得的重大理论创新成果，是当代中国马克思主义、二十一世纪马克思主义，是中华文化和中国精神的时代精华，实现了马克思主义中国化时代化新的飞跃，为以中国式现代化全面推进强国建设、民族复兴伟业提供了科学行动指南
347,0,0.9926,党的二十大深刻阐释“两个结合”的丰富内涵和实践要求，精辟概括习近平新时代中国特色社会主义思想的世界观、方法论和贯穿其中的立场观点方法，并对开辟马克思主义中国化时代化新境界提出新要求，对坚持不懈用党的创新理论凝心铸魂作出部署
348,0,0.9419,《习近平谈治国理政》第一卷至第四卷的出版，在用习近平新时代中国特色社会主义思想武装头脑、指导实践、推动工作，帮助国际社会增进对中国之路、中国之治、中国之理的理解认识方面，发挥了重要作用
349,0,0.8423,《习近平谈治国理政》第五卷生动记录了面对严峻复杂的国际环境和艰巨繁重的国内改革发展稳定任务，以习近平同志为核心的党中央统筹国内国际两个大局，完整准确全面贯彻新发展理念，着力推动高质量发展，谋划和推动进一步全面深化改革，推进高水平对外开放，攻坚克难、砥砺奋进，推动全面建设社会主义现代化国家迈出坚实步伐的生动实践，集中展现了坚持“两个结合”、推进马克思主义中国化时代化的最新成果，充分反映了我们党为推动构建人类命运共同体贡献的智慧方案，是全面系统反映习近平新时代中国特色社会主义思想最新成果的权威著作
350,0,0.9449,《习近平谈治国理政》第五卷的出版发行，对于推动广大党员、干部、群众进一步学习贯彻习近平新时代中国特色社会主义思想，更加深刻领悟“两个确立”的决定性意义，增强“四个意识”、坚定“四个自信”、做到“两个维护”，万众一心为实现党的二十大描绘的宏伟蓝图而团结奋斗；对于帮助国际社会及时了解这一重要思想的最新发展，加深对中国理念、中国方案、中国智慧的理解，携手共建人类命运共同体，具有重要意义
351,0,0.9853,认真学习《习近平谈治国理政》第五卷，是用习近平新时代中国特色社会主义思想武装全党、教育人民、指导实践的重要举措
352,0,0.692,各级党校（行政学院）、干部学院要把《习近平谈治国理政》第五卷纳入培训教学重要内容，各高校要将其作为思想政治教育重要教材，各级党委讲师团以及新时代文明实践中心、市县级融媒体中心要加强对象化、分众化宣讲宣传，不断增强吸引力感染力
353,2,0.7394,要坚持理论联系实际的马克思主义学风，结合做好改革发展稳定等各方面工作，更好用习近平新时代中国特色社会主义思想统一思想、统一意志、统一行动，创造性地贯彻落实党中央各项决策部署，凝聚起以中国式现代化全面推进强国建设、民族复兴伟业的磅礴力量
354,0,0.9941,习近平新时代中国特色社会主义思想是坚持把马克思主义基本原理同中国具体实际相结合、同中华优秀传统文化相结合取得的重大理论创新成果，是当代中国马克思主义、二十一世纪马克思主义，是中华文化和中国精神的时代精华，实现了马克思主义中国化时代化新的飞跃，为以中国式现代化全面推进强国建设、民族复兴伟业提供了科学行动指南
355,0,0.9926,党的二十大深刻阐释“两个结合”的丰富内涵和实践要求，精辟概括习近平新时代中国特色社会主义思想的世界观、方法论和贯穿其中的立场观点方法，并对开辟马克思主义中国化时代化新境界提出新要求，对坚持不懈用党的创新理论凝心铸魂作出部署
356,0,0.9419,《习近平谈治国理政》第一卷至第四卷的出版，在用习近平新时代中国特色社会主义思想武装头脑、指导实践、推动工作，帮助国际社会增进对中国之路、中国之治、中国之理的理解认识方面，发挥了重要作用
357,0,0.8423,《习近平谈治国理政》第五卷生动记录了面对严峻复杂的国际环境和艰巨繁重的国内改革发展稳定任务，以习近平同志为核心的党中央统筹国内国际两个大局，完整准确全面贯彻新发展理念，着力推动高质量发展，谋划和推动进一步全面深化改革，推进高水平对外开放，攻坚克难、砥砺奋进，推动全面建设社会主义现代化国家迈出坚实步伐的生动实践，集中展现了坚持“两个结合”、推进马克思主义中国化时代化的最新成果，充分反映了我们党为推动构建人类命运共同体贡献的智慧方案，是全面系统反映习近平新时代中国特色社会主义思想最新成果的权威著作
358,0,0.9449,《习近平谈治国理政》第五卷的出版发行，对于推动广大党员、干部、群众进一步学习贯彻习近平新时代中国特色社会主义思想，更加深刻领悟“两个确立”的决定性意义，增强“四个意识”、坚定“四个自信”、做到“两个维护”，万众一心为实现党的二十大描绘的宏伟蓝图而团结奋斗；对于帮助国际社会及时了解这一重要思想的最新发展，加深对中国理念、中国方案、中国智慧的理解，携手共建人类命运共同体，具有重要意义
359,0,0.9853,认真学习《习近平谈治国理政》第五卷，是用习近平新时代中国特色社会主义思想武装全党、教育人民、指导实践的重要举措
360,0,0.6918,各级党校（行政学院）、干部学院要把《习近平谈治国理政》第五卷纳入培训教学重要内容，各高校要将其作为思想政治教育重要教材，各级党委讲师团以及新时代文明实践中心、市县级融媒体中心要加强对象化、分众化宣讲宣传，不断增强吸引力感染力
361,2,0.7394,要坚持理论联系实际的马克思主义学风，结合做好改革发展稳定等各方面工作，更好用习近平新时代中国特色社会主义思想统一思想、统一意志、统一行动，创造性地贯彻落实党中央各项决策部署，凝聚起以中国式现代化全面推进强国建设、民族复兴伟业的磅礴力量
362,4,0.623,“我们希望，无论是从这段历史中走来的人们，还是在新时代中对这段历史有着深刻回望的人们，都能在这场晚会的精彩演绎中受到历史的洗礼，有深思、有感触
363,4,0.9896,"完成3次综合演练，阅兵准备基本就绪
这次阅兵是纪念活动的重要组成部分，参阅力量要素全、结构编成体系化，武器装备数量多、初次亮相占比高，是进入新时代新征程人民军队政治建军新风貌、力量结构新布局、现代化建设新进展、备战打仗新成效的一次集中展示"
364,1,0.9735,"新时代以来，这样的“首次”还有很多——
首次通过立法确定中国人民抗日战争胜利纪念日、烈士纪念日、南京大屠杀死难者国家公祭日"
365,3,0.628,"引领发扬精神
为强国建设、民族复兴提供精神动力，为新时代加强和改善党的领导提供精神支撑，为推动构建人类命运共同体提供精神基础
今天，该怎样发扬伟大抗战精神"
366,3,0.7349,"”
——发扬伟大抗战精神，为新时代加强和改善党的领导提供精神支撑"
367,0,0.7022,新时代发扬伟大抗战精神，就要更加坚定拥护“两个确立”、坚决做到“两个维护”，勇于自我革命，一刻不停全面从严治党，确保党始终成为中国特色社会主义事业的坚强领导核心
368,1,0.9735,"新时代以来，这样的“首次”还有很多——
首次通过立法确定中国人民抗日战争胜利纪念日、烈士纪念日、南京大屠杀死难者国家公祭日"
369,3,0.6279,"引领发扬精神
为强国建设、民族复兴提供精神动力，为新时代加强和改善党的领导提供精神支撑，为推动构建人类命运共同体提供精神基础
今天，该怎样发扬伟大抗战精神"
370,3,0.7349,"”
——发扬伟大抗战精神，为新时代加强和改善党的领导提供精神支撑"
371,0,0.7259,新时代发扬伟大抗战精神，就要更加坚定拥护“两个确立”、坚决做到“两个维护”，勇于自我革命，一刻不停全面从严治党，确保党始终成为中国特色社会主义事业的坚强领导核心
